200 .02
200 .02
200 .02
200 .02
200 .02
400 .05
400 .04
400 .04
400 .04
400 .05
600 .09
600 .09
600 .09
600 .09
600 .08
800 .14
800 .14
800 .14
800 .14
800 .14
1000 .22
1000 .22
1000 .22
1000 .22
1000 .22
