20000 .81
20000 .83
20000 .85
20000 .84
20000 .86
40000 1.72
40000 1.72
40000 1.69
40000 1.66
40000 1.68
60000 3.00
60000 2.85
60000 3.00
60000 2.96
60000 2.86
80000 3.26
80000 3.37
80000 3.40
80000 3.40
80000 3.39
100000 5.50
100000 5.34
100000 5.29
100000 5.32
100000 5.41
