20000, .32
20000, .32
20000, .30
20000, .32
20000, .33
40000, .70
40000, .71
40000, .62
40000, .73
40000, .61
60000, 1.05
60000, 1.14
60000, 1.05
60000, 1.16
60000, 1.09
80000, 1.48
80000, 1.48
80000, 1.39
80000, 1.40
80000, 1.52
100000, 1.97
100000, 1.98
100000, 1.87
100000, 1.86
100000, 1.77
