20000 .79
20000 .82
20000 .82
20000 .79
20000 .85
40000 1.66
40000 1.68
40000 1.69
40000 1.66
40000 1.59
60000 2.83
60000 3.05
60000 2.88
60000 2.93
60000 2.88
80000 3.36
80000 3.22
80000 3.24
80000 3.20
80000 3.34
100000 5.45
100000 5.27
100000 5.39
100000 5.45
100000 5.41
